id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels
hao_cB-intermediate_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,7,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,7,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,5,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,5,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,none,B intermediate,B memory,,Memory B cell,,0,0,0,0.0,5,2,"[""B cell (subtype unclear)"", ""B memory""]"
hao_cB-intermediate_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,none,B intermediate,B memory,,Memory B cell,,0,0,0,0.0,5,2,"[""B cell (subtype unclear)"", ""B memory""]"
hao_cB-intermediate_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,none,B intermediate,B cell (subtype unclear),,Atypical memory B cell,,0,0,0,0.0,1,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-intermediate_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,none,B intermediate,B cell (subtype unclear),,Atypical memory B cell,,0,0,0,0.0,1,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-intermediate_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,none,B intermediate,B naive,,Naive B cell,,0,0,0,0.0,3,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-intermediate_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,none,B intermediate,B naive,,Naive B cell,,0,0,0,0.0,3,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-intermediate_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,none,B intermediate,B naive,,Naive B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-intermediate_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,none,B intermediate,B naive,,Naive B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-intermediate_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_0_r0_symbol,symbol,noise,0,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_0_r0_ensembl,ensembl,noise,0,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_2_r0_symbol,symbol,noise,2,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,7,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_2_r0_ensembl,ensembl,noise,2,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,7,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_2_r1_symbol,symbol,noise,2,1,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_2_r1_ensembl,ensembl,noise,2,1,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_2_r2_symbol,symbol,noise,2,2,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_2_r2_ensembl,ensembl,noise,2,2,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_4_r0_symbol,symbol,noise,4,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_4_r0_ensembl,ensembl,noise,4,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_4_r1_symbol,symbol,noise,4,1,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_4_r1_ensembl,ensembl,noise,4,1,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_4_r2_symbol,symbol,noise,4,2,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_4_r2_ensembl,ensembl,noise,4,2,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_6_r0_symbol,symbol,noise,6,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_6_r0_ensembl,ensembl,noise,6,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_6_r1_symbol,symbol,noise,6,1,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_6_r1_ensembl,ensembl,noise,6,1,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_6_r2_symbol,symbol,noise,6,2,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,3,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_noise_6_r2_ensembl,ensembl,noise,6,2,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,3,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-intermediate_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,B intermediate,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,none,B memory,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""Dendritic cell (subtype unclear)""]"
hao_cB-memory_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,none,B memory,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""Dendritic cell (subtype unclear)""]"
hao_cB-memory_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,2,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,2,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,none,B memory,B memory,,Memory B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B memory""]"
hao_cB-memory_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,none,B memory,B memory,,Memory B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B memory""]"
hao_cB-memory_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,none,B memory,B cell (subtype unclear),,Atypical memory B cell,,0,0,0,0.0,1,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-memory_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,none,B memory,B cell (subtype unclear),,Atypical memory B cell,,0,0,0,0.0,1,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-memory_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,3,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-memory_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,3,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-memory_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,none,B memory,B naive,,Naive B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-memory_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,none,B memory,B naive,,Naive B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-memory_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_0_r0_symbol,symbol,noise,0,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_0_r0_ensembl,ensembl,noise,0,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_2_r0_symbol,symbol,noise,2,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,7,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_2_r0_ensembl,ensembl,noise,2,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,7,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_2_r1_symbol,symbol,noise,2,1,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_2_r1_ensembl,ensembl,noise,2,1,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_2_r2_symbol,symbol,noise,2,2,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_2_r2_ensembl,ensembl,noise,2,2,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,8,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_4_r0_symbol,symbol,noise,4,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_4_r0_ensembl,ensembl,noise,4,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_4_r1_symbol,symbol,noise,4,1,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_4_r1_ensembl,ensembl,noise,4,1,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_4_r2_symbol,symbol,noise,4,2,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_4_r2_ensembl,ensembl,noise,4,2,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_6_r0_symbol,symbol,noise,6,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_6_r0_ensembl,ensembl,noise,6,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_6_r1_symbol,symbol,noise,6,1,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_6_r1_ensembl,ensembl,noise,6,1,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_6_r2_symbol,symbol,noise,6,2,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,3,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_noise_6_r2_ensembl,ensembl,noise,6,2,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,3,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-memory_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,B memory,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,4,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,6,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,none,B naive,B naive,,Naive B cell,,0,0,0,0.0,3,1,"[""B naive""]"
hao_cB-naive_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,none,B naive,B naive,,Naive B cell,,0,0,0,0.0,3,1,"[""B naive""]"
hao_cB-naive_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,none,B naive,B naive,,Naive B cell,,0,0,0,0.0,1,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-naive_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,none,B naive,B naive,,Naive B cell,,0,0,0,0.0,1,3,"[""B cell (subtype unclear)"", ""B memory"", ""B naive""]"
hao_cB-naive_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,none,B naive,B cell (subtype unclear),,Mature B cell,,0,0,0,0.0,2,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-naive_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,none,B naive,B cell (subtype unclear),,Mature B cell,,0,0,0,0.0,2,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-naive_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,none,B naive,B naive,,Naive B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-naive_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,none,B naive,B naive,,Naive B cell,,0,0,0,0.0,4,2,"[""B cell (subtype unclear)"", ""B naive""]"
hao_cB-naive_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_noise_0_r0_symbol,symbol,noise,0,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
hao_cB-naive_noise_0_r0_ensembl,ensembl,noise,0,0,0,none,B naive,B cell (subtype unclear),,B cell,,0,0,0,0.0,9,1,"[""B cell (subtype unclear)""]"
