id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels
pbmc_c0_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,1,none,CD8 T cells,CD8 T cells,,Memory CD8+ T cell,,0,0,0,0.0,5,1,"[""CD8 T cells""]"
pbmc_c0_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,2,none,CD8 T cells,CD8 T cells,,Memory CD8+ T cell,,0,0,0,0.0,5,1,"[""CD8 T cells""]"
pbmc_c0_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,2,"[""CD8 T cells"", ""T cells (unspecified)""]"
pbmc_c0_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,1,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,2,"[""CD8 T cells"", ""T cells (unspecified)""]"
pbmc_c0_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,2,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,2,"[""CD8 T cells"", ""T cells (unspecified)""]"
pbmc_c0_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,2,"[""CD8 T cells"", ""T cells (unspecified)""]"
pbmc_c0_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,1,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,2,"[""CD8 T cells"", ""T cells (unspecified)""]"
pbmc_c0_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,2,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,2,"[""CD8 T cells"", ""T cells (unspecified)""]"
pbmc_c0_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,none,CD8 T cells,T cells (unspecified),,Effector T cell,,0,0,0,0.0,4,1,"[""T cells (unspecified)""]"
pbmc_c0_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,1,none,CD8 T cells,T cells (unspecified),,Effector T cell,,0,0,0,0.0,4,1,"[""T cells (unspecified)""]"
pbmc_c0_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,2,none,CD8 T cells,T cells (unspecified),,Effector T cell,,0,0,0,0.0,4,1,"[""T cells (unspecified)""]"
pbmc_c0_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,none,CD8 T cells,T cells (unspecified),,Effector T cell,,0,0,0,0.0,4,1,"[""T cells (unspecified)""]"
pbmc_c0_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,1,none,CD8 T cells,T cells (unspecified),,Effector T cell,,0,0,0,0.0,4,1,"[""T cells (unspecified)""]"
pbmc_c0_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,2,none,CD8 T cells,T cells (unspecified),,Effector T cell,,0,0,0,0.0,4,1,"[""T cells (unspecified)""]"
pbmc_c0_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,1,4,"[""CD8 T cells"", ""Megakaryocytes"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_1_r0_symbol,symbol,n_genes,1,0,1,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,1,4,"[""CD8 T cells"", ""Megakaryocytes"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_1_r0_symbol,symbol,n_genes,1,0,2,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,1,4,"[""CD8 T cells"", ""Megakaryocytes"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,1,4,"[""CD8 T cells"", ""Megakaryocytes"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,1,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,1,4,"[""CD8 T cells"", ""Megakaryocytes"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,2,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,1,4,"[""CD8 T cells"", ""Megakaryocytes"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_3_r0_symbol,symbol,n_genes,3,0,1,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_3_r0_symbol,symbol,n_genes,3,0,2,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,1,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,2,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,4,2,"[""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_5_r0_symbol,symbol,n_genes,5,0,1,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,4,2,"[""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_5_r0_symbol,symbol,n_genes,5,0,2,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,4,2,"[""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,4,2,"[""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,1,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,4,2,"[""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,2,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,4,2,"[""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_n_genes_10_r0_symbol,symbol,n_genes,10,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_n_genes_10_r0_symbol,symbol,n_genes,10,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_0_r0_symbol,symbol,noise,0,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_0_r0_symbol,symbol,noise,0,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_0_r0_symbol,symbol,noise,0,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_0_r0_ensembl,ensembl,noise,0,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_0_r0_ensembl,ensembl,noise,0,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_0_r0_ensembl,ensembl,noise,0,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_2_r0_symbol,symbol,noise,2,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_2_r0_symbol,symbol,noise,2,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_2_r0_symbol,symbol,noise,2,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_2_r0_ensembl,ensembl,noise,2,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_2_r0_ensembl,ensembl,noise,2,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_2_r0_ensembl,ensembl,noise,2,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_noise_2_r1_symbol,symbol,noise,2,1,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,5,1,"[""NK cells""]"
pbmc_c0_noise_2_r1_symbol,symbol,noise,2,1,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,5,1,"[""NK cells""]"
pbmc_c0_noise_2_r1_symbol,symbol,noise,2,1,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,5,1,"[""NK cells""]"
pbmc_c0_noise_2_r1_ensembl,ensembl,noise,2,1,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,5,1,"[""NK cells""]"
pbmc_c0_noise_2_r1_ensembl,ensembl,noise,2,1,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,5,1,"[""NK cells""]"
pbmc_c0_noise_2_r1_ensembl,ensembl,noise,2,1,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,5,1,"[""NK cells""]"
pbmc_c0_noise_2_r2_symbol,symbol,noise,2,2,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,6,1,"[""NK cells""]"
pbmc_c0_noise_2_r2_symbol,symbol,noise,2,2,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,6,1,"[""NK cells""]"
pbmc_c0_noise_2_r2_symbol,symbol,noise,2,2,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,6,1,"[""NK cells""]"
pbmc_c0_noise_2_r2_ensembl,ensembl,noise,2,2,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,6,1,"[""NK cells""]"
pbmc_c0_noise_2_r2_ensembl,ensembl,noise,2,2,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,6,1,"[""NK cells""]"
pbmc_c0_noise_2_r2_ensembl,ensembl,noise,2,2,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,6,1,"[""NK cells""]"
pbmc_c0_noise_4_r0_symbol,symbol,noise,4,0,0,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,3,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r0_symbol,symbol,noise,4,0,1,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,3,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r0_symbol,symbol,noise,4,0,2,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,3,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r0_ensembl,ensembl,noise,4,0,0,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,3,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r0_ensembl,ensembl,noise,4,0,1,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,3,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r0_ensembl,ensembl,noise,4,0,2,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,3,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r1_symbol,symbol,noise,4,1,0,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r1_symbol,symbol,noise,4,1,1,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r1_symbol,symbol,noise,4,1,2,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r1_ensembl,ensembl,noise,4,1,0,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r1_ensembl,ensembl,noise,4,1,1,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r1_ensembl,ensembl,noise,4,1,2,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_4_r2_symbol,symbol,noise,4,2,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,4,1,"[""NK cells""]"
pbmc_c0_noise_4_r2_symbol,symbol,noise,4,2,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,4,1,"[""NK cells""]"
pbmc_c0_noise_4_r2_symbol,symbol,noise,4,2,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,4,1,"[""NK cells""]"
pbmc_c0_noise_4_r2_ensembl,ensembl,noise,4,2,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,4,1,"[""NK cells""]"
pbmc_c0_noise_4_r2_ensembl,ensembl,noise,4,2,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,4,1,"[""NK cells""]"
pbmc_c0_noise_4_r2_ensembl,ensembl,noise,4,2,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,4,1,"[""NK cells""]"
pbmc_c0_noise_6_r0_symbol,symbol,noise,6,0,0,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r0_symbol,symbol,noise,6,0,1,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r0_symbol,symbol,noise,6,0,2,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r0_ensembl,ensembl,noise,6,0,0,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r0_ensembl,ensembl,noise,6,0,1,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r0_ensembl,ensembl,noise,6,0,2,none,CD8 T cells,T cells (unspecified),,Gamma delta T cell,,0,0,0,0.0,5,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r1_symbol,symbol,noise,6,1,0,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,2,4,"[""CD4 T cells"", ""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r1_symbol,symbol,noise,6,1,1,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,2,4,"[""CD4 T cells"", ""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r1_symbol,symbol,noise,6,1,2,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,2,4,"[""CD4 T cells"", ""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r1_ensembl,ensembl,noise,6,1,0,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,2,4,"[""CD4 T cells"", ""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r1_ensembl,ensembl,noise,6,1,1,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,2,4,"[""CD4 T cells"", ""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r1_ensembl,ensembl,noise,6,1,2,none,CD8 T cells,CD8 T cells,,Cytotoxic T cell,,0,0,0,0.0,2,4,"[""CD4 T cells"", ""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r2_symbol,symbol,noise,6,2,0,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r2_symbol,symbol,noise,6,2,1,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r2_symbol,symbol,noise,6,2,2,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r2_ensembl,ensembl,noise,6,2,0,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r2_ensembl,ensembl,noise,6,2,1,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_noise_6_r2_ensembl,ensembl,noise,6,2,2,none,CD8 T cells,CD8 T cells,,Cytotoxic CD8+ T cell,,0,0,0,0.0,2,3,"[""CD8 T cells"", ""NK cells"", ""T cells (unspecified)""]"
pbmc_c0_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,1,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c0_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,2,none,CD8 T cells,NK cells,,Natural killer cell,,0,0,0,0.0,7,1,"[""NK cells""]"
pbmc_c1_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,none,CD4 T cells,CD4 T cells,,Naive CD4+ T cell,,0,0,0,0.0,4,2,"[""B cells"", ""CD4 T cells""]"
pbmc_c1_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,1,none,CD4 T cells,CD4 T cells,,Naive CD4+ T cell,,0,0,0,0.0,4,2,"[""B cells"", ""CD4 T cells""]"
pbmc_c1_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,2,none,CD4 T cells,CD4 T cells,,Naive CD4+ T cell,,0,0,0,0.0,4,2,"[""B cells"", ""CD4 T cells""]"
pbmc_c1_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,none,CD4 T cells,CD4 T cells,,Naive CD4+ T cell,,0,0,0,0.0,4,2,"[""B cells"", ""CD4 T cells""]"
pbmc_c1_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,1,none,CD4 T cells,CD4 T cells,,Naive CD4+ T cell,,0,0,0,0.0,4,2,"[""B cells"", ""CD4 T cells""]"
pbmc_c1_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,2,none,CD4 T cells,CD4 T cells,,Naive CD4+ T cell,,0,0,0,0.0,4,2,"[""B cells"", ""CD4 T cells""]"
pbmc_c1_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,none,CD4 T cells,T cells (unspecified),,Double-negative T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
pbmc_c1_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,1,none,CD4 T cells,T cells (unspecified),,Double-negative T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
pbmc_c1_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,2,none,CD4 T cells,T cells (unspecified),,Double-negative T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
pbmc_c1_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,none,CD4 T cells,T cells (unspecified),,Double-negative T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
pbmc_c1_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,1,none,CD4 T cells,T cells (unspecified),,Double-negative T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
pbmc_c1_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,2,none,CD4 T cells,T cells (unspecified),,Double-negative T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
pbmc_c1_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,CD4 T cells,T cells (unspecified),,Naive T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
pbmc_c1_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,1,none,CD4 T cells,T cells (unspecified),,Naive T cell,,0,0,0,0.0,5,1,"[""T cells (unspecified)""]"
