id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,n_tool_calls,n_model_calls,latency_s
hao_cCD4-Proliferating_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD4 Proliferating,Proliferating T lymphocytes (cycling T cells),0.75,"Based on the marker gene profile, this cluster is dominated by cell-cycle/proliferation genes (TYMS, TOP2A, PTTG1, DUT) alongside cytoskeletal/housekeeping genes (TUBB, TUBA1B, ACTB, CFL1, RAN, ANP32B). This is a classic signature of actively dividing lymphocytes, matching ""Proliferative CD4+/CD8+ T cell"" and ""Proliferative lymphocyte"" markers in CellMarker (TYMS and TUBA1B top hits for these categories).

```json
{""cell_type"": ""Proliferating T lymphocytes (cycling T cells)"", ""confidence"": 0.75}
```",ok,4903,634,,0.016146,2,3,8.3
hao_cCD4-Proliferating_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD4 Proliferating,Proliferating (cycling) T lymphocytes,0.6,"This gene set is dominated by cell-cycle/proliferation markers (TYMS, TOP2A, PTTG1, DTL/DUT, TUBA1B, TUBB, RAN) rather than lineage-specific markers, and CellMarker consistently links these genes to proliferating lymphocyte populations (Proliferative CD4+ T cell, Proliferative CD8+ T cell, Cycling cell, Proliferative lymphocyte). This indicates a cluster of actively cycling/proliferating lymphocytes rather than a specific resting lineage.

```json
{""cell_type"": ""Proliferating (cycling) T lymphocytes"", ""confidence"": 0.6}
```",ok,5194,774,,0.018128,2,2,9.7
hao_cHSPC_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.72,"{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.72}",ok,5519,394,,0.014978,3,3,7.5
hao_cHSPC_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,HSPC,Hematopoietic stem/progenitor cell (CD34+ HSPC),0.65,"Both HSC and Progenitor cell marker lists contain FAM30A, and the Progenitor cell list even includes ""LNCEGFL7OS"" (the EGFL7 antisense/overlapping lncRNA locus), consistent with EGFL7 expression in this population. MYB is a master transcriptional regulator of hematopoietic stem/progenitor cell self-renewal, and the ribosomal protein genes (RPS4X, RPS2, RPS3A, RPS23) reflect the high protein-synthesis activity typical of proliferating progenitors. This combination is not characteristic of mature lymphoid or myeloid PBMC subsets, but rather of a rare CD34+ hematopoietic stem/progenitor cell (HSPC) population occasionally captured in PBMC samples.

```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (CD34+ HSPC)"", ""confidence"": 0.65}
```",ok,12136,1069,,0.034962,4,4,18.7
hao_cEryth_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,Eryth,Erythrocyte (erythroid cell),0.8,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.8}",ok,2699,224,,0.007638,1,2,5.1
hao_cEryth_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,Eryth,Erythrocyte (erythroid cell/reticulocyte),0.85,"Based on the marker genes, this cluster is clearly erythroid in nature:

- **CA1** (rank 7), **DMTN** (rank 18), and **SELENBP1** (rank 20) are all top markers for **Erythrocyte** in CellMarker.
- **TRIM58** is a well-known gene involved in erythrocyte enucleation (regulates loss of organelles during terminal erythroid maturation).
- **DMTN** (dematin) is a classic erythrocyte membrane cytoskeleton protein.
- **CA1** (carbonic anhydrase 1) is a highly specific erythroid lineage marker.
- **GLRX5** is involved in iron-sulfur cluster biogenesis relevant to heme synthesis/erythropoiesis.
- **BCL2L1** is known to be upregulated during erythroid differentiation for survival signaling.

This gene signature (TRIM58, CA1, DMTN, SELENBP1, GLRX5) is a classic erythroid/reticulocyte signature often seen contaminating PBMC preparations.

```json
{""cell_type"": ""Erythrocyte (erythroid cell/reticulocyte)"", ""confidence"": 0.85}
```",ok,7605,834,,0.02355,2,3,17.2
hao_cgdT_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,gdT,Natural killer (NK) cell / cytotoxic CD8+ T cell,0.65,"{""cell_type"": ""Natural killer (NK) cell / cytotoxic CD8+ T cell"", ""confidence"": 0.65}",ok,3728,201,,0.009466,1,2,5.3
hao_cgdT_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,gdT,Cytotoxic CD8+ T cell / NK-like effector lymphocyte (cytotoxic T cell or NK cell),0.6,"{""cell_type"": ""Cytotoxic CD8+ T cell / NK-like effector lymphocyte (cytotoxic T cell or NK cell)"", ""confidence"": 0.6}",ok,5996,586,,0.017852,2,2,11.0
hao_cCD4-TCM_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD4 TCM,Naive CD4+ T cell,0.7,"```json
{""cell_type"": ""Naive CD4+ T cell"", ""confidence"": 0.7}
```",ok,2906,284,,0.008652,1,2,4.5
hao_cCD4-TCM_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD4 TCM,Naive CD4+ T cell,0.72,"```json
{""cell_type"": ""Naive CD4+ T cell"", ""confidence"": 0.72}
```

This cluster shows high CD3D (pan T-cell marker) together with MAL, which is a strong, relatively specific marker of naive (and central memory) CD4+ T cells, plus a broad set of ribosomal protein genes (RPS3, RPL6, RPL37, RPL24, RPL35A, RPL18, RPS14, EEF1A1) reflecting the high translational/housekeeping activity typical of quiescent naive lymphocytes. Together this profile is most consistent with a naive CD4+ T-cell population within PBMCs.",ok,8222,552,,0.021964,2,3,10.9
hao_cPlasmablast_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,Plasmablast,Plasma cell,0.85,"This gene set (CD38, TNFRSF13B/TACI, ELL2, plus ER-stress/secretory-pathway genes like PRDX4, SPCS3, ERLEC1, CLPTM1L, SELENOS) matches the plasma cell secretory machinery signature, consistent with CellMarker's plasma cell top markers (CD38, TNFRSF13B, ELL2).

```json
{""cell_type"": ""Plasma cell"", ""confidence"": 0.85}
```",ok,5718,462,,0.016056,2,3,6.6
hao_cPlasmablast_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,Plasmablast,Plasma cell (plasmablast),0.85,"{""cell_type"": ""Plasma cell (plasmablast)"", ""confidence"": 0.85}",ok,7480,392,,0.01888,2,3,10.1
hao_cCD8-Naive_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD8 Naive,Naive CD4+ T cell,0.6,"{""cell_type"": ""Naive CD4+ T cell"", ""confidence"": 0.6}",ok,3000,183,,0.00783,1,2,4.1
hao_cCD8-Naive_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD8 Naive,Naive T cell (CD4+/CD8+),0.7,"LEF1 strongly points to naive T cell populations (top marker in Naive CD4 T cell, Naive CD8+ T cell, Naive T cell), combined with high ribosomal protein content (typical of naive/quiescent lymphocytes with low transcriptional activity).

```json
{""cell_type"": ""Naive T cell (CD4+/CD8+)"", ""confidence"": 0.7}
```",ok,8111,438,,0.020602,2,3,10.8
hao_cCD4-CTL_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD4 CTL,Cytotoxic CD8+ T cell (effector/memory),0.6,"{""cell_type"": ""Cytotoxic CD8+ T cell (effector/memory)"", ""confidence"": 0.6}",ok,2451,130,,0.006202,1,2,4.7
hao_cCD4-CTL_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD4 CTL,Cytotoxic/Effector Memory CD8+ T cell,0.6,"{""cell_type"": ""Cytotoxic/Effector Memory CD8+ T cell"", ""confidence"": 0.6}",ok,3883,181,,0.009576,2,3,7.9
hao_cPlatelet_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,Platelet,Megakaryocyte (platelet),0.75,"{""cell_type"": ""Megakaryocyte (platelet)"", ""confidence"": 0.75}",ok,2378,173,,0.006486,2,2,4.4
hao_cPlatelet_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,Platelet,Megakaryocyte,0.75,"{""cell_type"": ""Megakaryocyte"", ""confidence"": 0.75}",ok,3596,220,,0.009392,2,3,5.9
hao_cCD14-Mono_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD14 Mono,CD14+ monocyte,0.7,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.7}",ok,2189,113,,0.005508,1,2,3.0
hao_cCD14-Mono_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD14 Mono,CD14+ Monocyte,0.75,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.75}
```",ok,2512,189,,0.006914,2,2,7.3
hao_cNK_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,NK,Natural killer cell,0.7,"{""cell_type"": ""Natural killer cell"", ""confidence"": 0.7}",ok,2998,142,,0.007416,1,2,3.7
hao_cNK_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,NK,Natural killer (NK) cell / cytotoxic lymphocyte,0.75,"```json
{""cell_type"": ""Natural killer (NK) cell / cytotoxic lymphocyte"", ""confidence"": 0.75}
```

**Reasoning:** The three genes (NKG7, PRF1/perforin-1, CST7/cystatin F) are all classic cytotoxic granule-associated genes. In the CellMarker database, NKG7 ranks #1–2 in ""CD56+ NK cell"" and ""Natural killer cell,"" PRF1 ranks #1 in ""Cytotoxic CD4+ T cell"" and highly in NK/CD8 cytotoxic subsets, and CST7 is enriched in effector/memory CD8+ T and NK cells. This combination is a hallmark cytotoxic signature shared by NK cells and cytotoxic (CD8+/effector) T cells, with NK cells being the strongest overall match given NKG7's top ranking there.",ok,3687,568,,0.013054,2,2,9.0
hao_cB-memory_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,B memory,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",ok,2593,103,,0.006216,1,2,4.0
hao_cB-memory_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,B memory,B cell,0.93,"{""cell_type"": ""B cell"", ""confidence"": 0.93}",ok,3387,261,,0.009384,2,2,6.3
hao_cNK-CD56bright_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,NK_CD56bright,Natural killer cell,0.85,"{""cell_type"": ""Natural killer cell"", ""confidence"": 0.85}",ok,3006,125,,0.007262,1,2,3.3
hao_cNK-CD56bright_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,NK_CD56bright,Natural killer (NK) cell,0.85,"{""cell_type"": ""Natural killer (NK) cell"", ""confidence"": 0.85}",ok,3916,399,,0.011822,2,2,6.7
hao_ccDC1_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,cDC1,Dendritic cell (conventional/myeloid DC),0.8,"This combination—CD74, HLA-DPA1, HLA-DPB1 (MHC-II antigen presentation machinery) together with WDFY4 and C1orf54 (C1ORF54), both well-established markers of conventional/myeloid dendritic cells (especially cDC1) in PBMC single-cell datasets—strongly points to a dendritic cell population.

```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.8}
```",ok,4721,460,,0.014042,2,3,6.5
hao_ccDC1_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,cDC1,Dendritic cell (conventional/myeloid DC),0.75,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.75}",ok,3762,804,,0.015564,2,2,10.3
hao_cNK-Proliferating_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,NK Proliferating,Proliferating (cycling) lymphocytes,0.55,"Based on my analysis, no matches were found in the CellMarker database for these specific genes, but based on established biological knowledge, this gene set is highly informative:

- **STMN1** (Stathmin1) - microtubule destabilizing protein, highly expressed in mitotically active cells
- **DEK** - chromatin-associated oncoprotein involved in cell cycle progression
- **HMGB2** - high mobility group protein, marker of proliferating/cycling cells
- **PTMA** (Prothymosin alpha) - associated with cell proliferation and immune cell activation
- **HMGN2** - nucleosome-binding protein enriched in actively dividing cells

This combination is a classic **proliferation/cell-cycle signature** rather than a lineage-specific marker set. In PBMC single-cell datasets, this signature typically marks a cluster of actively cycling lymphocytes (often proliferating T cells or activated/proliferating lymphocytes responding to stimulation), rather than defining a distinct mature cell lineage.

```json
{""cell_type"": ""Proliferating (cycling) lymphocytes"", ""confidence"": 0.55}
```

**Note:** This signature is lineage-agnostic and marks any actively dividing cell population (could be proliferating T cells, B cells, or NK cells) rather than identifying a specific PBMC cell type. Additional lineage-specific markers (e.g., CD3D/CD3E for T cells, MS4A1 for B cells, NKG7 for NK cells) would be needed to determine which cell lineage is proliferating in this cluster.",ok,2313,835,,0.012976,1,2,9.4
hao_cNK-Proliferating_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,NK Proliferating,"Proliferating lymphocytes (cycling T/NK cells, high mitotic activity)",0.55,"```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells, high mitotic activity)"", ""confidence"": 0.55}
```",ok,3411,514,,0.011962,2,2,8.4
hao_cCD8-TEM_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD8 TEM,Cytotoxic/Effector CD8+ T cell,0.85,"{""cell_type"": ""Cytotoxic/Effector CD8+ T cell"", ""confidence"": 0.85}",ok,4061,175,,0.009872,1,2,3.6
hao_cCD8-TEM_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,CD8 TEM,Cytotoxic CD8+ T cell (effector/memory),0.85,"```json
{""cell_type"": ""Cytotoxic CD8+ T cell (effector/memory)"", ""confidence"": 0.85}
```",ok,5202,381,,0.014214,2,2,5.6
hao_cpDC_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cell,0.97,"The strong convergence of markers (IL3RA/CD123 rank 1, LILRA4 rank 3, TCF4 rank 5, SERPINF1 rank 6, IRF8 rank 8, IRF7 rank 21, PLD4 rank 39) all pointing to Plasmacytoid dendritic cell confirms the identity.

```json
{""cell_type"": ""Plasmacytoid dendritic cell"", ""confidence"": 0.97}
```",ok,3123,370,,0.009946,1,2,4.5
hao_cpDC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cell,0.95,"{""cell_type"": ""Plasmacytoid dendritic cell"", ""confidence"": 0.95}",ok,8367,565,,0.022384,2,3,9.2
hao_ccDC2_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,cDC2,"Conventional dendritic cell (myeloid DC, CD1c+/cDC2)",0.85,"{""cell_type"": ""Conventional dendritic cell (myeloid DC, CD1c+/cDC2)"", ""confidence"": 0.85}",ok,3767,282,,0.010354,1,2,3.9
hao_ccDC2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,cDC2,"Conventional dendritic cell (myeloid DC, cDC2)",0.85,"{""cell_type"": ""Conventional dendritic cell (myeloid DC, cDC2)"", ""confidence"": 0.85}",ok,9309,609,,0.024708,2,3,10.4
hao_cCD4-Naive_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,CD4 Naive,Naive T cell,0.45,"Based on the marker gene profile, these are predominantly ribosomal protein genes (RPL/RPS family), which are highly and non-specifically expressed in small, quiescent lymphocytes. Cross-referencing with CellMarker shows enrichment across T cell subsets (Double-negative T cell, CD8+ T cell, Naive T cell), consistent with a resting/naive lymphocyte population rather than a specific myeloid or B cell type.

```json
{""cell_type"": ""Naive T cell"", ""confidence"": 0.45}
```

**Note:** This gene set is dominated by ubiquitous ribosomal proteins (housekeeping genes reflecting high protein synthesis/small quiescent cell state) rather than canonical lineage-defining markers (e.g., CD3, CD4, CD8, CD19, CD14, NCAM1). This significantly limits the specificity of cell type assignment — the signal is consistent with resting lymphocytes broadly (T cells being the best-supported subset in the CellMarker cross-reference), but could equally represent other quiescent lymphoid populations. Confidence is capped accordingly.",ok,2867,815,,0.013884,1,2,9.6
hao_cCD4-Naive_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,CD4 Naive,"T cell (likely naive/double-negative T lymphocyte subset, high ribosomal protein expression)",0.45,"```json
{""cell_type"": ""T cell (likely naive/double-negative T lymphocyte subset, high ribosomal protein expression)"", ""confidence"": 0.45}
```",ok,8470,805,,0.02499,2,3,11.8
hao_cASDC_noise_0_r0_symbol,symbol,noise,0,0,0,anthropic,ASDC,Plasmacytoid dendritic cell,0.9,"{""cell_type"": ""Plasmacytoid dendritic cell"", ""confidence"": 0.9}",ok,3011,237,,0.008392,1,2,4.4
hao_cASDC_noise_0_r0_ensembl,ensembl,noise,0,0,0,anthropic,ASDC,Plasmacytoid dendritic cell,0.85,"This cluster's markers align strongly with plasmacytoid dendritic cells: LILRA4 (top-3 pDC marker), IRF8 (transcription factor essential for pDC development), and PLD4 (classic pDC marker) are all present. CST3 (cystatin C) is also highly expressed in dendritic cell lineages, and SAMHD1 is a known pDC-enriched restriction factor. The combination of LILRA4+IRF8+PLD4+CST3 is a hallmark signature of plasmacytoid dendritic cells in PBMC data.

```json
{""cell_type"": ""Plasmacytoid dendritic cell"", ""confidence"": 0.85}
```",ok,12795,789,,0.03348,3,4,13.2
hao_cCD16-Mono_noise_0_r0_symbol,symbol,noise,0,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.92,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.92}",ok,3067,251,,0.008644,1,2,4.5
hao_cCD16-Mono_noise_0_r0_ensembl,ensembl,noise,0,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocyte,0.92,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.92}",ok,7898,338,,0.019176,2,3,7.5
hao_cILC_noise_0_r0_symbol,symbol,noise,0,0,0,anthropic,ILC,Memory CD4+ T cell,0.65,"{""cell_type"": ""Memory CD4+ T cell"", ""confidence"": 0.65}",ok,3943,185,,0.009736,1,2,3.7
hao_cILC_noise_0_r0_ensembl,ensembl,noise,0,0,0,anthropic,ILC,Memory CD4+ T cell,0.72,"Based on the marker profile — FXYD5, TNFRSF18(GITR), TNFRSF4(OX40), IL7R, GATA3, KLRB1, ANXA1, DDIT4 all strongly and consistently mapping to Memory CD4+ T cell (and related activated/Treg-like CD4 T subsets) — this cluster most likely represents Memory CD4+ T cells.

```json
{""cell_type"": ""Memory CD4+ T cell"", ""confidence"": 0.72}
```",ok,9173,705,,0.025396,2,3,11.2
hao_cMAIT_noise_2_r1_symbol,symbol,noise,2,1,0,anthropic,MAIT,Mucosa-associated invariant T (MAIT) cell,0.8,"{""cell_type"": ""Mucosa-associated invariant T (MAIT) cell"", ""confidence"": 0.8}",ok,4421,375,,0.012592,1,2,5.4
hao_cMAIT_noise_2_r1_ensembl,ensembl,noise,2,1,0,anthropic,MAIT,Mucosal-associated invariant T (MAIT) cell,0.72,"Based on the marker gene profile — KLRB1, IL7R, GZMK, DUSP2, ARL4C, CD69, NCR3, and CXCR4 — there is very strong concordance with the canonical MAIT cell marker signature (KLRB1, GZMK, DUSP2, ARL4C, IL7R all appear in the CellMarker MAIT top-50 list), while other markers like GZMK/KLRB1/IL7R also support a general effector/memory T-cell phenotype consistent with MAIT cells specifically.

```json
{""cell_type"": ""Mucosal-associated invariant T (MAIT) cell"", ""confidence"": 0.72}
```",ok,15040,873,,0.03881,3,4,13.1
hao_cCD4-TEM_noise_2_r2_symbol,symbol,noise,2,2,0,anthropic,CD4 TEM,Memory CD4+ T cell,0.75,"{""cell_type"": ""Memory CD4+ T cell"", ""confidence"": 0.75}",ok,3533,185,,0.008916,1,2,3.5
hao_cCD4-TEM_noise_2_r2_ensembl,ensembl,noise,2,2,0,anthropic,CD4 TEM,Memory CD4+ T cell,0.75,"{""cell_type"": ""Memory CD4+ T cell"", ""confidence"": 0.75}",ok,8539,341,,0.020488,2,3,8.3
hao_cB-naive_noise_2_r1_symbol,symbol,noise,2,1,0,anthropic,B naive,Naive B cell,0.9,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.9}",ok,3562,218,,0.009304,1,2,3.8
hao_cB-naive_noise_2_r1_ensembl,ensembl,noise,2,1,0,anthropic,B naive,Naive B cell,0.9,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.9}",ok,8719,637,,0.023808,2,3,9.8
hao_cPlasmablast_noise_4_r2_symbol,symbol,noise,4,2,0,anthropic,Plasmablast,Plasma cell,0.9,"{""cell_type"": ""Plasma cell"", ""confidence"": 0.9}",ok,2823,259,,0.008236,1,2,4.0
hao_cPlasmablast_noise_4_r2_ensembl,ensembl,noise,4,2,0,anthropic,Plasmablast,Plasma cell,0.9,"{""cell_type"": ""Plasma cell"", ""confidence"": 0.9}",ok,7651,649,,0.021792,2,3,11.0
hao_cB-naive_noise_4_r2_symbol,symbol,noise,4,2,0,anthropic,B naive,Naive B cell,0.9,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.9}",ok,3093,180,,0.007986,1,2,3.8
hao_cB-naive_noise_4_r2_ensembl,ensembl,noise,4,2,0,anthropic,B naive,Naive B cell,0.9,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.9}",ok,7850,451,,0.02021,2,3,10.0
hao_cILC_noise_4_r2_symbol,symbol,noise,4,2,0,anthropic,ILC,"CD4+ T helper cell (Th2-like, GATA3+/KLRB1+ memory subset)",0.6,"```json
{""cell_type"": ""CD4+ T helper cell (Th2-like, GATA3+/KLRB1+ memory subset)"", ""confidence"": 0.6}
```

**Reasoning:** The marker profile is dominated by classic CD4+ T-helper genes rather than myeloid, B-cell, or NK-specific markers:

- **GATA3** – master transcription factor of Th2 cells (top-2 marker in CellMarker's Th2 signature), also enriched in CD4+/memory CD4+ T cells.
- **KLRB1 (CD161)** – strong marker across CD4+ T helper, Th17, MAIT and memory T cell subsets.
- **TNFRSF18 (GITR)** – enriched in memory CD4+ T cells and Tregs, consistent with an activated/memory CD4 T phenotype.
- **DDIT4** – marker of central memory T cells.
- **ANXA1** – marker of effector memory T cells, commonly seen in helper T subsets.
- **IFITM2, CNPY3, TFDP2, DPEP3, CEP126** – not strong or specific cell-type markers in CellMarker, likely co-expressed housekeeping/regulatory genes rather than lineage-defining.

Together, the combination of GATA3 + KLRB1 + TNFRSF18 + DDIT4 + ANXA1 points most consistently to a **CD4+ memory/helper T cell population with Th2-skewed (GATA3-high) characteristics**, though some overlap with Th17/MAIT-like CD161+ subsets exists, hence moderate confidence.",ok,3454,1161,,0.018518,1,2,12.9
hao_cILC_noise_4_r2_ensembl,ensembl,noise,4,2,0,anthropic,ILC,Memory CD4+ T helper cell,0.6,"```json
{""cell_type"": ""Memory CD4+ T helper cell"", ""confidence"": 0.6}
```",ok,8065,673,,0.02286,2,3,10.4
hao_cCD4-TEM_noise_6_r1_symbol,symbol,noise,6,1,0,anthropic,CD4 TEM,Memory CD4+ T cell,0.6,"{""cell_type"": ""Memory CD4+ T cell"", ""confidence"": 0.6}",ok,4456,295,,0.011862,2,2,7.3
hao_cCD4-TEM_noise_6_r1_ensembl,ensembl,noise,6,1,0,anthropic,CD4 TEM,Memory CD4+ T cell,0.6,"{""cell_type"": ""Memory CD4+ T cell"", ""confidence"": 0.6}",ok,7010,307,,0.01709,2,3,6.7
hao_cdnT_noise_6_r2_symbol,symbol,noise,6,2,0,anthropic,dnT,T cell (likely CD4+ T cell),0.6,"{""cell_type"": ""T cell (likely CD4+ T cell)"", ""confidence"": 0.6}",ok,3202,205,,0.008454,1,2,3.3
