condition,id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels,n_tool_calls,n_model_calls,latency_s,normalized,score,strict,lineage
plain Claude,hao_cASDC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,ASDC,Monocyte (myeloid) — likely CD14+/CD16+ monocyte or dendritic cell,0.5,"{""cell_type"": ""Monocyte (myeloid) — likely CD14+/CD16+ monocyte or dendritic cell"", ""confidence"": 0.5}",end_turn,170,704,,0.00738,,,,,,,Monocyte (subtype unclear),0.0,0.0,DC
plain Claude,hao_cASDC_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,ASDC,Plasmacytoid dendritic cell (pDC),0.9,"{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.9}",end_turn,136,40,,0.000672,,,,,,,pDC,0.5,0.0,DC
plain Claude,hao_cASDC_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,ASDC,Plasmacytoid dendritic cell (pDC),0.9,"{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.9}",end_turn,136,40,,0.000672,,,,,,,pDC,0.5,0.0,DC
plain Claude,hao_cB-intermediate_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,B intermediate,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,143,24,,0.000526,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,B intermediate,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,151,24,,0.000542,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,B intermediate,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,170,284,,0.00318,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cASDC_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,ASDC,Dendritic cell (myeloid/conventional DC),0.6,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.6}
```",end_turn,170,514,,0.00548,,,,,,,Dendritic cell (subtype unclear),0.5,0.0,DC
plain Claude,hao_cB-intermediate_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,B intermediate,Naive B cell,0.8,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.8}",end_turn,138,27,,0.000546,,,,,,,B naive,0.5,0.0,B
plain Claude,hao_cASDC_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,ASDC,"Myeloid dendritic cell / Monocyte (myeloid lineage, based on IRF8, CST3, VIM, SAMHD1, S100A10 expression)",0.55,"```json
{""cell_type"": ""Myeloid dendritic cell / Monocyte (myeloid lineage, based on IRF8, CST3, VIM, SAMHD1, S100A10 expression)"", ""confidence"": 0.55}
```",end_turn,170,921,,0.00955,,,,,,,Dendritic cell (subtype unclear),0.5,0.0,DC
plain Claude,hao_cB-intermediate_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,B intermediate,B cell,0.8,"{""cell_type"": ""B cell"", ""confidence"": 0.8}",end_turn,170,455,,0.00489,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cASDC_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,ASDC,,,,max_tokens,107,4000,,0.040214,,,,,,,no answer,0.0,0.0,DC
plain Claude,hao_cB-intermediate_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,B intermediate,Memory B cells,0.8,"{""cell_type"": ""Memory B cells"", ""confidence"": 0.8}",end_turn,143,97,,0.001256,,,,,,,B memory,0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,B intermediate,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,86,24,,0.000412,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,B intermediate,"B cells (naive B cells, based on IGHD, PAX5, BLK, POU2F2, HLA-DMB, HLA-DRB5, AFF3 expression)",0.92,"{""cell_type"": ""B cells (naive B cells, based on IGHD, PAX5, BLK, POU2F2, HLA-DMB, HLA-DRB5, AFF3 expression)"", ""confidence"": 0.92}",end_turn,170,578,,0.00612,,,,,,,B naive,0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,B intermediate,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,89,52,,0.000698,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,B intermediate,B cells,0.95,"{""cell_type"": ""B cells"", ""confidence"": 0.95}",end_turn,98,24,,0.000436,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,B intermediate,B cells,0.75,"{""cell_type"": ""B cells"", ""confidence"": 0.75}",end_turn,170,580,,0.00614,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,B intermediate,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,107,110,,0.001314,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,B intermediate,B cells,0.95,"{""cell_type"": ""B cells"", ""confidence"": 0.95}",end_turn,107,24,,0.000454,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,B intermediate,B cells,0.97,"{""cell_type"": ""B cells"", ""confidence"": 0.97}",end_turn,125,159,,0.00184,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,B intermediate,B cells,0.95,"{""cell_type"": ""B cells"", ""confidence"": 0.95}",end_turn,143,24,,0.000526,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,B intermediate,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,170,270,,0.00304,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,B intermediate,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,143,29,,0.000576,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,B intermediate,B cell,0.97,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.97}
```",end_turn,143,29,,0.000576,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,B intermediate,B cells,0.97,"{""cell_type"": ""B cells"", ""confidence"": 0.97}",end_turn,170,284,,0.00318,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,B memory,B cell,0.97,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.97}
```",end_turn,142,29,,0.000574,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-intermediate_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,B intermediate,B cells,0.97,"{""cell_type"": ""B cells"", ""confidence"": 0.97}",end_turn,170,283,,0.00317,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,B memory,B cells,0.97,"{""cell_type"": ""B cells"", ""confidence"": 0.97}",end_turn,170,306,,0.0034,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,B memory,B cell,0.9,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.9}
```",end_turn,146,29,,0.000582,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,B memory,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,145,29,,0.00058,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,B memory,B cells,0.9,"{""cell_type"": ""B cells"", ""confidence"": 0.9}",end_turn,170,295,,0.00329,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,B memory,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,135,29,,0.00056,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,B memory,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,86,24,,0.000412,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,B memory,B cells,0.75,"{""cell_type"": ""B cells"", ""confidence"": 0.75}",end_turn,170,336,,0.0037,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,B memory,B cells,0.9,"{""cell_type"": ""B cells"", ""confidence"": 0.9}",end_turn,89,55,,0.000728,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,B memory,"B cells (antigen-presenting cells expressing MHC class II - HLA-DR/DM/DQ, with MEF2C)",0.55,"{""cell_type"": ""B cells (antigen-presenting cells expressing MHC class II - HLA-DR/DM/DQ, with MEF2C)"", ""confidence"": 0.55}",end_turn,170,586,,0.0062,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,B memory,B cells,0.95,"{""cell_type"": ""B cells"", ""confidence"": 0.95}",end_turn,96,24,,0.000432,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,B memory,B cells,0.95,"{""cell_type"": ""B cells"", ""confidence"": 0.95}",end_turn,107,24,,0.000454,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,B memory,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,107,84,,0.001054,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,B memory,B cell,0.97,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.97}
```",end_turn,142,29,,0.000574,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,B memory,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,125,175,,0.002,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,B memory,B cells,0.98,"{""cell_type"": ""B cells"", ""confidence"": 0.98}",end_turn,170,283,,0.00317,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,B memory,B cell,0.97,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.97}
```",end_turn,142,29,,0.000574,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,B memory,B cell,0.97,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.97}
```",end_turn,142,29,,0.000574,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-memory_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,B memory,B cells,0.97,"{""cell_type"": ""B cells"", ""confidence"": 0.97}",end_turn,170,285,,0.00319,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-naive_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,B naive,Naive B cell,0.85,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}",end_turn,132,27,,0.000534,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-memory_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,B memory,B cells,0.97,"{""cell_type"": ""B cells"", ""confidence"": 0.97}",end_turn,170,272,,0.00306,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-naive_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,B naive,B cell (naive B lymphocyte),0.85,"{""cell_type"": ""B cell (naive B lymphocyte)"", ""confidence"": 0.85}",end_turn,144,35,,0.000638,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,B naive,Naive B cells,0.9,"{""cell_type"": ""Naive B cells"", ""confidence"": 0.9}",end_turn,170,264,,0.00298,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,B naive,Naive B cell,0.8,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.8}",end_turn,152,27,,0.000574,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,B naive,B cells,0.85,"{""cell_type"": ""B cells"", ""confidence"": 0.85}",end_turn,170,357,,0.00391,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-naive_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,B naive,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,142,29,,0.000574,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-naive_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,B naive,Naive B cell,0.85,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}",end_turn,85,27,,0.00044,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,B naive,B cells,0.92,"{""cell_type"": ""B cells"", ""confidence"": 0.92}",end_turn,170,463,,0.00497,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-naive_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,B naive,B cells,0.85,"{""cell_type"": ""B cells"", ""confidence"": 0.85}",end_turn,170,275,,0.00309,,,,,,,B cell (subtype unclear),0.5,0.0,B
plain Claude,hao_cB-naive_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,B naive,Naive B cell,0.75,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.75}",end_turn,94,27,,0.000458,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,B naive,Naive B cell,0.75,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.75}",end_turn,89,81,,0.000988,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,B naive,Naive B cells,0.85,"{""cell_type"": ""Naive B cells"", ""confidence"": 0.85}",end_turn,107,143,,0.001644,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,B naive,Naive B cell,0.85,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}",end_turn,105,27,,0.00048,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,B naive,Naive B cell,0.85,"```json
{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}
```",end_turn,132,32,,0.000584,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,B naive,Naive B cell,0.85,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}",end_turn,125,141,,0.00166,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,B naive,Naive B cells,0.92,"{""cell_type"": ""Naive B cells"", ""confidence"": 0.92}",end_turn,170,270,,0.00304,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,anthropic,B naive,Naive B cell,0.85,"```json
{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}
```",end_turn,132,32,,0.000584,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,anthropic,B naive,Naive B cells,0.95,"{""cell_type"": ""Naive B cells"", ""confidence"": 0.95}",end_turn,170,296,,0.0033,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,B naive,Naive B cell,0.85,"```json
{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}
```",end_turn,132,32,,0.000584,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cB-naive_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,B naive,B cells (naive B lymphocytes),0.9,"{""cell_type"": ""B cells (naive B lymphocytes)"", ""confidence"": 0.9}",end_turn,170,177,,0.00211,,,,,,,B naive,1.0,1.0,B
plain Claude,hao_cCD14-Mono_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,CD14 Mono,CD14+ classical monocyte,0.95,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.95}",end_turn,131,32,,0.000582,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD14 Mono,Monocyte (classical CD14+),0.85,"{""cell_type"": ""Monocyte (classical CD14+)"", ""confidence"": 0.85}",end_turn,129,34,,0.000598,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,CD14 Mono,CD14+ classical monocytes,0.95,"{""cell_type"": ""CD14+ classical monocytes"", ""confidence"": 0.95}",end_turn,170,326,,0.0036,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,CD14 Mono,Monocyte (CD14+ classical monocyte),0.75,"{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.75}",end_turn,138,39,,0.000666,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD14 Mono,Monocytes (classical CD14+),0.9,"{""cell_type"": ""Monocytes (classical CD14+)"", ""confidence"": 0.9}",end_turn,170,352,,0.00386,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD14 Mono,Monocyte (CD14+ myeloid),0.7,"```json
{""cell_type"": ""Monocyte (CD14+ myeloid)"", ""confidence"": 0.7}
```",end_turn,132,42,,0.000684,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,CD14 Mono,Monocytes (classical CD14+),0.85,"{""cell_type"": ""Monocytes (classical CD14+)"", ""confidence"": 0.85}",end_turn,170,394,,0.00428,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD14 Mono,"Monocyte (classical, CD14+)",0.75,"{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.75}",end_turn,85,35,,0.00052,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD14 Mono,Monocyte (myeloid/granulocyte lineage - S100A9 marker),0.6,"{""cell_type"": ""Monocyte (myeloid/granulocyte lineage - S100A9 marker)"", ""confidence"": 0.6}",end_turn,89,80,,0.000978,,,,,,,Monocyte (subtype unclear),0.5,0.0,Mono
plain Claude,hao_cCD14-Mono_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD14 Mono,Monocyte (CD14+ classical monocyte/macrophage),0.85,"{""cell_type"": ""Monocyte (CD14+ classical monocyte/macrophage)"", ""confidence"": 0.85}",end_turn,170,419,,0.00453,,,,,,,CD14 Mono,1.0,1.0,Mono
plain Claude,hao_cCD14-Mono_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,CD14 Mono,CD14+ Classical Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Classical Monocyte"", ""confidence"": 0.9}
```",end_turn,95,39,,0.00058,,,,,,,CD14 Mono,1.0,1.0,Mono
