id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,n_tool_calls,n_model_calls,latency_s
hao_cCD4-Proliferating_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD4 Proliferating,"Proliferating lymphocytes (cycling T/NK cells, cell-cycle/proliferation signature)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells, cell-cycle/proliferation signature)"", ""confidence"": 0.6}",ok,580,187,,0.00303,0,1,2.7
hao_cCD4-Proliferating_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.55,"This gene set (TYMS, CFL1, TUBB, TUBA1B, TOP2A, PTTG1, DUT, ANP32B, ACTB, RAN) is dominated by DNA replication/cell-cycle and cytoskeletal genes — a classic proliferation signature rather than a lineage-specific one.

```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.55}
```",ok,3562,715,,0.014274,2,2,15.7
hao_cHSPC_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,HSPC,CD34+ hematopoietic stem/progenitor cells,0.75,"{""cell_type"": ""CD34+ hematopoietic stem/progenitor cells"", ""confidence"": 0.75}",ok,585,226,,0.00343,0,1,2.8
hao_cHSPC_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.35,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.35}
```",ok,9938,2039,,0.040266,9,3,40.9
hao_cEryth_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,Eryth,Erythroid cells (reticulocytes/erythrocytes),0.8,"{""cell_type"": ""Erythroid cells (reticulocytes/erythrocytes)"", ""confidence"": 0.8}",ok,584,126,,0.002428,0,1,2.1
hao_cEryth_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,Eryth,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",ok,2810,394,,0.00956,2,2,13.8
hao_cgdT_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,gdT,NK cells (cytotoxic natural killer/CD8+ T cell-like cytotoxic lymphocytes),0.75,"{""cell_type"": ""NK cells (cytotoxic natural killer/CD8+ T cell-like cytotoxic lymphocytes)"", ""confidence"": 0.75}",ok,580,124,,0.0024,0,1,2.3
hao_cgdT_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,gdT,NK cells (natural killer cells),0.85,"{""cell_type"": ""NK cells (natural killer cells)"", ""confidence"": 0.85}",ok,617,440,,0.005634,0,1,4.7
hao_cCD4-TCM_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD4 TCM,Naive CD4+ T cell,0.75,"{""cell_type"": ""Naive CD4+ T cell"", ""confidence"": 0.75}",ok,579,32,,0.001478,0,1,1.5
hao_cPlasmablast_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,Plasmablast,Plasmablast / Plasma cell (antibody-secreting B cell),0.85,"{""cell_type"": ""Plasmablast / Plasma cell (antibody-secreting B cell)"", ""confidence"": 0.85}",ok,589,152,,0.002698,0,1,2.5
hao_cPlasmablast_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,Plasmablast,Plasma cells (plasmablasts),0.65,"Based on the genes I was able to resolve — **ERLEC1** (ER-associated degradation/N-glycan recognition) and **SELENOS/VIMP** (ER stress/protein degradation) — combined with the well-known identity of **ENSG00000004468 = CD38** (classic plasma cell marker), this signature strongly matches a secretory/antibody-producing cell type with high ER-stress and unfolded protein response machinery, characteristic of plasma cells/plasmablasts in PBMCs.

```json
{""cell_type"": ""Plasma cells (plasmablasts)"", ""confidence"": 0.65}
```",ok,10458,1825,,0.039166,12,3,28.5
hao_cCD8-Naive_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD8 Naive,Naive T cell (likely naive CD4+ T cell),0.6,"{""cell_type"": ""Naive T cell (likely naive CD4+ T cell)"", ""confidence"": 0.6}",ok,578,41,,0.001566,0,1,1.5
hao_cCD8-Naive_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD8 Naive,"Lymphocyte (naive T cells) — cluster defined mainly by ribosomal protein genes (RPS/RPL family), suggesting a naive lymphocyte population with high ribosomal biogenesis",0.35,"{""cell_type"": ""Lymphocyte (naive T cells) — cluster defined mainly by ribosomal protein genes (RPS/RPL family), suggesting a naive lymphocyte population with high ribosomal biogenesis"", ""confidence"": 0.35}",ok,3160,996,,0.01628,2,2,21.8
hao_cCD4-CTL_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD4 CTL,Cytotoxic CD8+ T cell (effector/memory),0.6,"{""cell_type"": ""Cytotoxic CD8+ T cell (effector/memory)"", ""confidence"": 0.6}",ok,532,43,,0.001494,0,1,2.9
hao_cCD4-CTL_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD4 CTL,NK cells (or cytotoxic lymphocytes) - marker gene GZMB (Granzyme B),0.55,"{""cell_type"": ""NK cells (or cytotoxic lymphocytes) - marker gene GZMB (Granzyme B)"", ""confidence"": 0.55}",ok,536,308,,0.004152,0,1,5.5
hao_cPlatelet_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,Platelet,Platelets,0.85,"{""cell_type"": ""Platelets"", ""confidence"": 0.85}",ok,532,101,,0.002074,0,1,2.0
hao_cPlatelet_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,Platelet,Platelets (megakaryocyte-derived),0.75,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.75}",ok,2127,275,,0.007004,1,2,12.5
hao_cCD14-Mono_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD14 Mono,"Monocyte (classical, CD14+)",0.75,"{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.75}",ok,532,35,,0.001414,0,1,1.5
hao_cCD14-Mono_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD14 Mono,"Monocyte (myeloid, likely classical CD14+ monocyte/neutrophil marker S100A9)",0.6,"{""cell_type"": ""Monocyte (myeloid, likely classical CD14+ monocyte/neutrophil marker S100A9)"", ""confidence"": 0.6}",ok,536,120,,0.002272,0,1,2.3
hao_cNK_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,NK,NK cells (cytotoxic lymphocytes),0.7,"{""cell_type"": ""NK cells (cytotoxic lymphocytes)"", ""confidence"": 0.7}",ok,541,80,,0.001882,0,1,1.7
hao_cNK_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,NK,Cytotoxic NK cell / CD8+ T cell (cytotoxic lymphocyte),0.75,"{""cell_type"": ""Cytotoxic NK cell / CD8+ T cell (cytotoxic lymphocyte)"", ""confidence"": 0.75}",ok,554,146,,0.002568,0,1,2.0
hao_cB-memory_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,B memory,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",ok,543,24,,0.001326,0,1,1.5
hao_cB-memory_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,B memory,B cells,0.95,"{""cell_type"": ""B cells"", ""confidence"": 0.95}",ok,554,101,,0.002118,0,1,1.9
hao_cNK-CD56bright_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,NK_CD56bright,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",ok,544,59,,0.001678,0,1,1.8
hao_cNK-CD56bright_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,NK_CD56bright,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",ok,554,251,,0.003618,0,1,3.5
hao_ccDC1_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,cDC1,Conventional (myeloid) dendritic cell,0.75,"{""cell_type"": ""Conventional (myeloid) dendritic cell"", ""confidence"": 0.75}",ok,561,37,,0.001492,0,1,1.5
hao_ccDC1_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,cDC1,"Dendritic cells (conventional DC, likely cDC1 subset)",0.7,"{""cell_type"": ""Dendritic cells (conventional DC, likely cDC1 subset)"", ""confidence"": 0.7}",ok,572,337,,0.004514,0,1,4.2
hao_cNK-Proliferating_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,NK Proliferating,"Proliferating lymphocytes (cycling T/NK or progenitor cells, marked by high proliferation-associated genes STMN1, DEK, HMGB2, PTMA, HMGN2)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or progenitor cells, marked by high proliferation-associated genes STMN1, DEK, HMGB2, PTMA, HMGN2)"", ""confidence"": 0.6}",ok,572,258,,0.003724,0,1,3.4
hao_cCD8-TEM_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD8 TEM,CD8+ cytotoxic T cells,0.85,"{""cell_type"": ""CD8+ cytotoxic T cells"", ""confidence"": 0.85}",ok,550,108,,0.00218,0,1,2.0
hao_cCD8-TEM_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,CD8 TEM,CD8+ cytotoxic T cells,0.85,"{""cell_type"": ""CD8+ cytotoxic T cells"", ""confidence"": 0.85}",ok,572,169,,0.002834,0,1,2.4
hao_cpDC_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cell (pDC),0.97,"{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.97}",ok,585,126,,0.00243,0,1,2.2
hao_cpDC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cell (pDC),0.93,"```json
{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.93}
```

**Reasoning:** The gene set corresponds to well-established pDC markers: **IRF8**, **TCF4** (E2-2, master pDC transcription factor), **IRF7**, **IL3RA** (CD123), **LILRA4** (ILT7), **SERPINF1**, **CCDC50**, **PLD4**, **PACSIN1**, and **SCAMP5** — a combination highly specific to plasmacytoid dendritic cells in human PBMC single-cell datasets.",ok,5962,2230,,0.034224,10,2,32.2
hao_ccDC2_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,cDC2,"Conventional dendritic cell (myeloid DC, CD1c+/FCER1A+)",0.85,"{""cell_type"": ""Conventional dendritic cell (myeloid DC, CD1c+/FCER1A+)"", ""confidence"": 0.85}",ok,600,52,,0.00172,0,1,1.6
hao_ccDC2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,cDC2,"Dendritic cell (myeloid DC, e.g., cDC2) - marked by high MHC class II genes (HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1), CST3, LYZ, and FCER1A",0.85,"{""cell_type"": ""Dendritic cell (myeloid DC, e.g., cDC2) - marked by high MHC class II genes (HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1), CST3, LYZ, and FCER1A"", ""confidence"": 0.85}",ok,617,458,,0.005814,0,1,5.2
hao_cCD4-Naive_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,CD4 Naive,"Lymphocyte (likely resting T or B cell) - ribosomal protein-high, low-complexity/quiescent lymphocyte population",0.35,"{""cell_type"": ""Lymphocyte (likely resting T or B cell) - ribosomal protein-high, low-complexity/quiescent lymphocyte population"", ""confidence"": 0.35}",ok,578,67,,0.001826,0,1,1.8
hao_cCD4-Naive_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,CD4 Naive,"Lymphocyte (likely T cell) — cluster marked by ubiquitous ribosomal protein genes (RPL/RPS family), suggesting a high-translation lymphoid population rather than a distinct lineage-specific signature",0.3,"{""cell_type"": ""Lymphocyte (likely T cell) — cluster marked by ubiquitous ribosomal protein genes (RPL/RPS family), suggesting a high-translation lymphoid population rather than a distinct lineage-specific signature"", ""confidence"": 0.3}",ok,617,423,,0.005464,0,1,6.2
hao_cASDC_noise_0_r0_symbol,symbol,noise,0,0,0,anthropic,ASDC,Plasmacytoid dendritic cell (pDC),0.92,"{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.92}",ok,583,89,,0.002056,0,1,1.9
hao_cASDC_noise_0_r0_ensembl,ensembl,noise,0,0,0,anthropic,ASDC,Dendritic cells (myeloid/plasmacytoid dendritic cell population),0.45,"```json
{""cell_type"": ""Dendritic cells (myeloid/plasmacytoid dendritic cell population)"", ""confidence"": 0.45}
```",ok,10423,1719,,0.038036,8,3,39.0
hao_cCD16-Mono_noise_0_r0_symbol,symbol,noise,0,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocytes,0.9,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.9}",ok,580,64,,0.0018,0,1,2.5
hao_cCD16-Mono_noise_0_r0_ensembl,ensembl,noise,0,0,0,anthropic,CD16 Mono,CD16+ (non-classical) monocytes,0.85,"```json
{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}
```",ok,617,363,,0.004864,0,1,4.5
hao_cILC_noise_0_r0_symbol,symbol,noise,0,0,0,anthropic,ILC,CD4+ memory T cells (Th2-skewed helper T cell subset),0.6,"{""cell_type"": ""CD4+ memory T cells (Th2-skewed helper T cell subset)"", ""confidence"": 0.6}",ok,587,222,,0.003394,0,1,2.9
hao_cILC_noise_0_r0_ensembl,ensembl,noise,0,0,0,anthropic,ILC,"CD4+ T cell (memory/helper, Th2-skewed)",0.6,"{""cell_type"": ""CD4+ T cell (memory/helper, Th2-skewed)"", ""confidence"": 0.6}",ok,617,455,,0.005784,0,1,4.9
hao_cMAIT_noise_2_r1_symbol,symbol,noise,2,1,0,anthropic,MAIT,"CD8+ memory/effector T cells (KLRB1+ GZMK+ IL7R+ subset, possibly MAIT-like)",0.65,"{""cell_type"": ""CD8+ memory/effector T cells (KLRB1+ GZMK+ IL7R+ subset, possibly MAIT-like)"", ""confidence"": 0.65}",ok,588,292,,0.004096,0,1,4.0
hao_cMAIT_noise_2_r1_ensembl,ensembl,noise,2,1,0,anthropic,MAIT,CD8+ memory/effector T cells (GZMK+ KLRB1+ subset),0.6,"{""cell_type"": ""CD8+ memory/effector T cells (GZMK+ KLRB1+ subset)"", ""confidence"": 0.6}",ok,617,329,,0.004524,0,1,3.8
hao_cCD4-TEM_noise_2_r2_symbol,symbol,noise,2,2,0,anthropic,CD4 TEM,CD4+ T cell,0.75,"{""cell_type"": ""CD4+ T cell"", ""confidence"": 0.75}",ok,586,29,,0.001462,0,1,1.5
hao_cB-naive_noise_2_r1_symbol,symbol,noise,2,1,0,anthropic,B naive,Naive B cell,0.9,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.9}",ok,581,27,,0.001432,0,1,1.4
hao_cB-naive_noise_2_r1_ensembl,ensembl,noise,2,1,0,anthropic,B naive,Naive B cells,0.9,"{""cell_type"": ""Naive B cells"", ""confidence"": 0.9}",ok,617,360,,0.004834,0,1,4.2
hao_cPlasmablast_noise_4_r2_symbol,symbol,noise,4,2,0,anthropic,Plasmablast,Plasma cells,0.92,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.92}",ok,591,85,,0.002032,0,1,1.7
hao_cPlasmablast_noise_4_r2_ensembl,ensembl,noise,4,2,0,anthropic,Plasmablast,Plasma cells,0.9,"Based on these genes—MZB1, ITM2C, SEC11C, and related genes involved in immunoglobulin assembly, secretory pathway, and ER stress response—this signature is highly characteristic of antibody-secreting plasma cells.

```json
{""cell_type"": ""Plasma cells"", ""confidence"": 0.9}
```",ok,3594,785,,0.015038,2,2,17.1
hao_cB-naive_noise_4_r2_symbol,symbol,noise,4,2,0,anthropic,B naive,Naive B cell,0.85,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}",ok,584,27,,0.001438,0,1,1.7
hao_cB-naive_noise_4_r2_ensembl,ensembl,noise,4,2,0,anthropic,B naive,Naive B cells,0.9,"{""cell_type"": ""Naive B cells"", ""confidence"": 0.9}",ok,617,282,,0.004054,0,1,3.3
hao_cILC_noise_4_r2_symbol,symbol,noise,4,2,0,anthropic,ILC,CD4+ memory T cells (Th2/Th17-like helper T cell subset),0.6,"{""cell_type"": ""CD4+ memory T cells (Th2/Th17-like helper T cell subset)"", ""confidence"": 0.6}",ok,587,255,,0.003724,0,1,3.5
hao_cILC_noise_4_r2_ensembl,ensembl,noise,4,2,0,anthropic,ILC,"CD4+ T cells (memory/Th2-skewed, KLRB1+/GATA3+ subset)",0.45,"{""cell_type"": ""CD4+ T cells (memory/Th2-skewed, KLRB1+/GATA3+ subset)"", ""confidence"": 0.45}",ok,617,571,,0.006944,0,1,6.7
hao_cCD4-TEM_noise_6_r1_symbol,symbol,noise,6,1,0,anthropic,CD4 TEM,T cell (likely CD4+ memory T lymphocyte),0.55,"{""cell_type"": ""T cell (likely CD4+ memory T lymphocyte)"", ""confidence"": 0.55}",ok,595,42,,0.00161,0,1,1.5
hao_cCD4-TEM_noise_6_r1_ensembl,ensembl,noise,6,1,0,anthropic,CD4 TEM,T cell (lymphocyte),0.55,"Based on the confirmed gene identities—IL32 (a cytokine highly enriched in T/NK lymphocytes), RPS3 and other ribosomal protein genes (common high-expression ""background"" markers in lymphocytes), along with tetraspanin family genes and lncRNAs typical of lymphocyte marker panels—this expression signature is most consistent with a T lymphocyte (or NK/T) cluster in PBMCs.

```json
{""cell_type"": ""T cell (lymphocyte)"", ""confidence"": 0.55}
```",ok,11676,1382,,0.037172,10,4,39.4
hao_cdnT_noise_6_r2_symbol,symbol,noise,6,2,0,anthropic,dnT,T cell (likely CD4+ naive/resting T lymphocyte),0.7,"{""cell_type"": ""T cell (likely CD4+ naive/resting T lymphocyte)"", ""confidence"": 0.7}",ok,586,45,,0.001622,0,1,1.8
hao_cdnT_noise_6_r2_ensembl,ensembl,noise,6,2,0,anthropic,dnT,T cell (CD3+ T lymphocyte),0.75,"{""cell_type"": ""T cell (CD3+ T lymphocyte)"", ""confidence"": 0.75}",ok,1901,632,,0.010122,2,2,17.8
hao_cCD4-CTL_noise_6_r2_symbol,symbol,noise,6,2,0,anthropic,CD4 CTL,T cell,0.75,"{""cell_type"": ""T cell"", ""confidence"": 0.75}",ok,582,24,,0.001404,0,1,1.4
hao_cCD4-CTL_noise_6_r2_ensembl,ensembl,noise,6,2,0,anthropic,CD4 CTL,T cell,0.85,"Based on gene identification: CD3G (ENSG00000160654), CD2 (ENSG00000116824), IL32 (ENSG00000008517), B2M (ENSG00000166710), TRADD (ENSG00000102871) — these strongly indicate T lymphocytes (CD3G and CD2 are classic pan-T cell markers).

```json
{""cell_type"": ""T cell"", ""confidence"": 0.85}
```",ok,3150,506,,0.01136,2,2,14.3
hao_cNK_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,NK,NK cell (Natural Killer cell),0.95,"```json
{""cell_type"": ""NK cell (Natural Killer cell)"", ""confidence"": 0.95}
```",ok,579,40,,0.001558,0,1,1.6
hao_cNK_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,NK,NK cells (natural killer cells),0.95,"{""cell_type"": ""NK cells (natural killer cells)"", ""confidence"": 0.95}",ok,617,204,,0.003274,0,1,2.5
hao_ccDC1_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,cDC1,Conventional dendritic cell type 1 (cDC1),0.9,"{""cell_type"": ""Conventional dendritic cell type 1 (cDC1)"", ""confidence"": 0.9}",ok,595,73,,0.00192,0,1,1.8
hao_ccDC1_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,cDC1,"Dendritic cells (conventional/myeloid DC, antigen-presenting)",0.85,"{""cell_type"": ""Dendritic cells (conventional/myeloid DC, antigen-presenting)"", ""confidence"": 0.85}",ok,617,394,,0.005174,0,1,4.8
hao_cMAIT_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,MAIT,CD8+ memory/effector T cells (GZMK+ subset),0.6,"{""cell_type"": ""CD8+ memory/effector T cells (GZMK+ subset)"", ""confidence"": 0.6}",ok,617,319,,0.004424,0,1,3.7
hao_cCD4-TCM_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,CD4 TCM,CD4+ T cells (naive/memory),0.85,"```json
{""cell_type"": ""CD4+ T cells (naive/memory)"", ""confidence"": 0.85}
```",ok,578,110,,0.002256,0,1,1.9
hao_cCD4-TCM_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,CD4 TCM,CD4+ T cell (naive/memory T lymphocyte),0.9,"{""cell_type"": ""CD4+ T cell (naive/memory T lymphocyte)"", ""confidence"": 0.9}",ok,617,267,,0.003904,0,1,3.5
hao_cCD8-TEM_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,CD8 TEM,CD8+ cytotoxic T cell,0.9,"{""cell_type"": ""CD8+ cytotoxic T cell"", ""confidence"": 0.9}",ok,574,35,,0.001498,0,1,1.4
hao_cCD8-TEM_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,CD8 TEM,CD8+ cytotoxic T cell,0.92,"{""cell_type"": ""CD8+ cytotoxic T cell"", ""confidence"": 0.92}",ok,617,216,,0.003394,0,1,2.6
hao_cB-memory_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,B memory,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",ok,589,24,,0.001418,0,1,2.0
hao_cB-memory_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,anthropic,B memory,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",ok,617,285,,0.004084,0,1,3.5
